y,x
.0020363,.1221653
.0000815,.6108263
.0000815,1.832479
.0000815,3.298462
.0000815,4.031454
.0038283,4.520114
.0002444,4.764445
.0002444,5.008776
.0002444,5.253106
.0002444,5.497437
.0000815,5.741767
.0001629,5.986098
.0002444,6.230428
.0000815,6.474759
.0000815,6.719089
.0122179,6.96342
.002525,7.20775
.0014662,7.452081
.0015476,7.696411
.0021992,7.940742
.0226439,8.185072
.013847,8.429403
.0115663,8.673734
.0267166,8.918064
.0143357,9.162395
.0252504,9.406725
.0284271,9.651055
.0413781,9.895386
.0797425,10.13972
.1190028,10.38405
.1704811,10.62838
.2777547,10.87271
.4472584,11.11704
1.773802,11.36137
1.818112,11.6057
2.180334,11.85003
9.399349,12.09436
16.43322,12.33869
15.88081,12.58302
13.1246,12.82735
10.11891,13.07168
7.842457,13.31601
6.238484,13.56034
4.479344,13.80467
3.302104,14.049
2.655693,14.29333
3.446602,14.53767
