y,x
.0035102,.1204474
.000078,4.456555
.0062403,4.69745
.000234,5.179239
.000234,5.420134
.000078,5.661029
.000078,5.901924
.000936,6.383714
.000078,6.624609
.000546,6.865503
.0048362,7.106398
.0044462,7.347293
.0018721,7.588188
.0012481,7.829082
.0037442,8.069978
.0280813,8.310872
.0081124,8.551767
.0184088,8.792662
.021139,9.033557
.0179408,9.274451
.0325275,9.515347
.0468801,9.756242
.0500003,9.997136
.0856479,10.23803
.1340101,10.47893
.21958,10.71982
.3457117,10.96072
.4560867,11.20161
1.71249,11.4425
1.980588,11.6834
2.311245,11.9243
9.795451,12.16519
17.70072,12.40609
15.14688,12.64698
12.5794,12.88787
9.606215,13.12877
7.624691,13.36966
6.23537,13.61056
4.518745,13.85145
3.279191,14.09235
2.692526,14.33324
1.631444,14.57414
1.692755,14.81503
