y,x
.0018982,.1216779
.0000703,3.772015
.0004218,4.502082
.0000703,4.745438
.0000703,5.23215
.0013358,5.475505
.0002812,5.718861
.0002109,5.962217
.0003515,6.205573
.0049916,6.448929
.0002812,6.692285
.000703,6.93564
.0018982,7.178996
.0038668,7.422352
.0011249,7.665708
.0026716,7.909063
.0056947,8.152419
.0132876,8.395775
.0071711,8.639131
.0151858,8.882486
.0157483,9.125842
.0217242,9.369198
.0267861,9.612554
.035293,9.855909
.0444327,10.09927
.086475,10.34262
.1248614,10.58598
.1882061,10.82933
.2686348,11.07269
.4085415,11.31604
.6653651,11.5594
2.611755,11.80276
2.172982,12.04611
7.037586,12.28947
14.67227,12.53282
16.85489,12.77618
13.78636,13.01954
10.95462,13.26289
8.741705,13.50625
6.798268,13.7496
4.701848,13.99296
3.40163,14.23631
2.837152,14.47967
1.809225,14.72303
1.67206,14.96638
