y,x
.0055378,.1419391
.0001384,2.412964
.0001384,4.116233
.0153674,4.400111
.0006922,4.683989
.0029073,4.967867
.0004153,5.251745
.0002769,5.535624
.0004153,5.819502
.0004153,6.10338
.0005538,6.387258
.0023536,6.671136
.0042918,6.955014
.0071991,7.238892
.0020767,7.52277
.003738,7.806649
.0243663,8.090527
.0390415,8.374405
.0487327,8.658283
.031427,8.942161
.0495633,9.226039
.0748988,9.509917
.1132481,9.793796
.1869009,10.07767
.3360063,10.36155
.5515653,10.64543
.8722041,10.92931
3.212342,11.21319
3.645675,11.49706
13.1869,11.78094
23.21517,12.06482
17.61686,12.3487
11.06259,12.63258
8.352392,12.91646
6.259933,13.20033
4.258018,13.48421
2.960925,13.76809
2.021852,14.05197
1.832459,14.33585
.0002769,14.61972
.0001384,16.32299
