y,x
.0019249,.1217225
.0000713,.6086124
.0000713,3.286507
.0000713,4.016842
.0003565,4.503732
.0000713,4.747177
.0005703,5.477512
.0001426,5.720957
.0002139,5.964402
.0000713,6.207847
.0002852,6.451292
.0002852,6.694737
.0004278,6.938182
.0014259,7.181627
.0015684,7.425072
.0007842,7.668517
.0024953,7.911962
.0016397,8.155407
.0014972,8.398851
.0035647,8.642297
.0128328,8.885741
.0137596,9.129187
.0156845,9.372631
.0212454,9.616076
.0297293,9.859522
.0416352,10.10297
.0698673,10.34641
.1167782,10.58986
.1686796,10.8333
.2634282,11.07675
.3543983,11.32019
.5682778,11.56364
2.226058,11.80708
1.70191,12.05053
6.275011,12.29397
12.69275,12.53742
14.45284,12.78086
13.62163,13.02431
11.71176,13.26775
9.769017,13.5112
7.983408,13.75464
5.883469,13.99809
4.189757,14.24153
3.406173,14.48498
4.392372,14.72842
