y,x
.001179,.1219567
.0000694,1.09761
.0000694,2.56109
.0000694,3.780656
.0000694,4.02457
.0000694,4.512396
.0001387,4.75631
.0000694,5.000223
.0000694,5.244136
.0000694,5.731963
.0002081,5.975876
.0002774,6.21979
.0008322,6.463703
.0040917,6.707616
.0005548,6.951529
.0015951,7.195443
.0031208,7.439356
.0018725,7.683269
.0023579,7.927183
.0081834,8.171096
.0083915,8.415009
.00534,8.658922
.0093624,8.902836
.024481,9.146749
.0226085,9.390662
.0305145,9.634576
.0394608,9.878489
.0601275,10.1224
.0875212,10.36632
.1270513,10.61023
.1758052,10.85414
.2699841,11.09806
.4545968,11.34197
.6595989,11.58588
2.03504,11.8298
2.438456,12.07371
6.596058,12.31762
14.02697,12.56153
17.62553,12.80545
13.98549,13.04936
11.00284,13.29327
8.88208,13.53719
6.993232,13.7811
4.764494,14.02501
3.444811,14.26893
2.819679,14.51284
3.385515,14.75675
