y,x
.0032884,.1233583
.0000632,2.590524
.0000632,4.564256
.0001897,5.304406
.0001265,6.044555
.0001265,6.291272
.0001265,6.537989
.0016442,6.784705
.0003794,7.031422
.0006324,7.278138
.0015177,7.524855
.0017707,7.771571
.0025295,8.018288
.0016442,8.265004
.0091064,8.511721
.0139758,8.758437
.0098652,9.005154
.0181495,9.25187
.0226395,9.498587
.0322517,9.745303
.0619107,9.99202
.0789851,10.23874
.134319,10.48545
.1476624,10.73217
.2540931,10.97889
.7809981,11.2256
.7630382,11.47232
.9652756,11.71904
5.661635,11.96575
14.0481,12.21247
13.30928,12.45919
13.08883,12.7059
11.78017,12.95262
10.32524,13.19934
8.536972,13.44605
6.046948,13.69277
4.704201,13.93948
3.146948,14.1862
6.045241,14.43292
.0000632,15.17307
