y,x
.0018389,.130561
.0001022,1.175049
.0002043,2.219537
.0008173,3.525147
.0001022,3.786269
.0001022,4.047391
.0001022,5.091879
.0002043,6.136367
.0001022,6.397489
.000613,6.919733
.0013281,7.180855
.0011238,7.441977
.0020433,7.703099
.005006,7.964221
.009399,8.225344
.0103185,8.486465
.0104206,8.747587
.0179807,9.008709
.0287078,9.269832
.0371873,9.530953
.073353,9.792075
.1035932,10.0532
.158659,10.31432
.2469277,10.57544
.3344813,10.83656
1.065457,11.09769
1.170991,11.35881
2.095463,11.61993
20.17176,11.88105
18.80706,12.14217
15.90145,12.4033
12.27753,12.66442
9.245946,12.92554
6.215386,13.18666
3.782887,13.44778
2.701187,13.70891
2.318485,13.97003
3.20107,14.23115
.0004087,14.49227
.0001022,15.01452
.0001022,15.27564
