y,x
.0007754,.1172199
.0000485,1.992738
.0000485,2.227178
.0000485,3.399377
.0001454,3.868257
.0000969,4.571577
.0000969,4.806016
.0001938,5.274896
.0002423,5.509336
.0000969,5.743775
.0002908,6.212655
.0000969,6.447095
.0001454,6.681535
.0000969,6.915975
.0003392,7.150414
.0005331,7.384854
.0010662,7.619294
.0029077,7.853734
.00063,8.088174
.0032469,8.322614
.0026169,8.557054
.0084808,8.791493
.0108555,9.025933
.0149262,9.260373
.0162347,9.494813
.0253455,9.729253
.0242794,9.963693
.0484618,10.19813
.0744859,10.43257
.0856321,10.66701
.1254677,10.90145
.2049936,11.13589
.2574778,11.37033
.8089251,11.60477
.7914304,11.83921
1.039313,12.07365
5.599136,12.30809
14.8175,12.54253
11.53697,12.77697
13.16466,13.01141
12.04282,13.24585
10.17456,13.48029
8.535342,13.71473
6.087777,13.94917
4.286789,14.18361
3.58545,14.41805
2.510324,14.65249
4.108595,14.88693
