y,x
.000785,.1318539
.0000436,3.296347
.0000436,4.087471
.0000436,5.40601
.0000436,5.933425
.0001308,6.197133
.0001745,6.460841
.0015701,6.724548
.0003053,6.988256
.0010031,7.251964
.0002617,7.515672
.0002617,7.779379
.0005234,8.043087
.0015265,8.306795
.0040997,8.570503
.0012648,8.83421
.01919,9.097919
.0160498,9.361627
.013433,9.625334
.0291339,9.889042
.0462305,10.15275
.0566105,10.41646
.1129593,10.68017
.1341555,10.94387
.1646415,11.20758
.2715821,11.47129
.3789153,11.735
1.155064,11.9987
1.123836,12.26241
5.074621,12.52612
15.63597,12.78983
14.71899,13.05354
14.78162,13.31724
13.12216,13.58095
10.34851,13.84466
7.217882,14.10837
5.091325,14.37207
4.137538,14.63578
6.283329,14.89949
.0123863,15.1632
.0196697,15.42691
.0044922,15.69061
.0088536,15.95432
.0080685,16.21803
.0006978,16.48174
