y,x
.0033967,.1229855
.0000809,2.336725
.0002426,4.550464
.0000809,4.796435
.0003235,5.042406
.0002426,5.288377
.0008087,5.534348
.0004852,5.780319
.0001617,6.02629
.0129399,6.272261
.000647,6.518232
.0008087,6.764203
.0007279,7.010174
.0029924,7.256145
.0016984,7.502116
.0023454,7.748087
.0059038,7.994059
.0047716,8.240029
.0114842,8.486
.0151235,8.731972
.0136678,8.977942
.0338864,9.223913
.0272547,9.469885
.0556416,9.715856
.0832198,9.961826
.0998799,10.2078
.1362734,10.45377
.2625183,10.69974
.3423414,10.94571
.9837564,11.19168
1.061962,11.43765
1.787567,11.68362
18.16601,11.92959
16.09724,12.17557
15.15578,12.42154
12.79749,12.66751
9.970036,12.91348
7.167495,13.15945
4.706001,13.40542
3.2353,13.65139
2.77011,13.89736
1.752387,14.14333
3.228749,14.38931
.0001617,14.63528
