y,x
.0009454,.1144516
.0000278,1.030065
.0000278,1.945678
.0000278,2.403484
.0000278,2.632387
.0000278,3.090194
.0000278,3.776904
.0000278,4.23471
.0000278,4.463614
.0000278,4.692517
.0000834,4.92142
.0000834,5.379227
.0000278,5.60813
.0000278,5.837033
.0000834,6.065936
.0001668,6.294839
.0036146,6.523743
.0001668,6.752646
.0005839,6.981549
.0009454,7.210453
.001418,7.439356
.00114,7.668259
.0011678,7.897162
.0020576,8.126065
.0054498,8.354969
.0026693,8.583872
.0028639,8.812776
.0156541,9.041678
.020659,9.270582
.0152371,9.499485
.0281107,9.728389
.0317253,9.957292
.0461839,10.1862
.0744336,10.4151
.1019882,10.644
.1377453,10.8729
.1978594,11.10181
.2991247,11.33071
.4224948,11.55961
1.228252,11.78852
1.457225,12.01742
1.769473,12.24632
7.06324,12.47523
16.8476,12.70413
13.38871,12.93303
12.5535,13.16194
10.91291,13.39084
9.327362,13.61974
7.101471,13.84865
4.830927,14.07755
3.692791,14.30645
3.205789,14.53536
2.072963,14.76426
3.132829,14.99316
