y,x
.0005438,.1439765
.0002719,5.327129
.0002719,5.615082
.0021753,6.190988
.0005438,6.478941
.0010876,6.766894
.0021753,7.054847
.0013595,7.3428
.0043505,7.630753
.0051663,7.918705
.0141393,8.206658
.0342605,8.494612
.0342605,8.782564
.0587324,9.070518
.0889143,9.35847
.1335074,9.646423
.2134486,9.934376
.3162303,10.22233
.4839981,10.51028
1.095794,10.79823
1.92566,11.08619
2.425157,11.37414
12.75226,11.66209
28.73182,11.95005
18.68994,12.238
12.66253,12.52595
8.04878,12.8139
5.089866,13.10186
2.777279,13.38981
1.826413,13.67776
1.227398,13.96572
1.340512,14.25367
.002991,14.54162
.002991,14.82958
.0013595,15.11753
.0016315,15.40548
.0021753,15.69343
