y,x
.0008906,.1291424
.0000254,2.195422
.0000763,4.261701
.0001781,4.519986
.0000509,4.778271
.0000509,5.036556
.0001018,5.294841
.0000254,5.553125
.0000509,5.81141
.0003563,6.32798
.0000763,6.586265
.0014505,6.84455
.0002036,7.102835
.0011197,7.36112
.0023157,7.619405
.0021884,7.87769
.0028501,8.135975
.0075323,8.394259
.0022393,8.652544
.0057765,8.91083
.0189835,9.169114
.0214264,9.427399
.0170749,9.685684
.0382723,9.943969
.0624724,10.20225
.0566705,10.46054
.1567281,10.71882
.1349964,10.97711
.210345,11.23539
.3272485,11.49368
.4985324,11.75196
1.449054,12.01025
1.938299,12.26853
5.581496,12.52682
14.11772,12.7851
16.06335,13.04339
14.87904,13.30167
12.25118,13.55996
9.9566,13.81824
6.922986,14.07653
5.0352,14.33481
4.01307,14.5931
2.643486,14.85138
3.556728,15.10967
.0086011,15.36795
.0041733,15.62624
.0042751,15.88452
.0037662,16.14281
.0005089,16.40109
.0001272,16.65938
.0000254,16.91766
