y,x
.000624,.1298628
.000026,3.506297
.000026,4.285474
.000182,4.545199
.000078,5.064651
.000052,5.324377
.000026,5.584102
.000052,6.103554
.000208,6.363279
.001612,6.623005
.000442,6.882731
.000286,7.142457
.000988,7.402182
.001612,7.661908
.00052,7.921634
.0040559,8.181359
.0062399,8.441085
.002054,8.70081
.0067598,8.960536
.0187456,9.220262
.0228275,9.479987
.0289113,9.739714
.044927,9.999439
.044277,10.25916
.0836921,10.51889
.1266431,10.77862
.1613263,11.03834
.2391426,11.29807
.3725196,11.55779
1.130324,11.81752
1.50885,12.07724
1.919822,12.33697
6.924293,12.5967
18.70093,12.85642
15.86273,13.11615
13.77841,13.37587
11.17517,13.6356
8.591713,13.89532
6.154321,14.15505
4.603742,14.41478
3.61397,14.6745
4.864854,14.93423
.001118,15.19395
.000494,15.45368
.000104,15.7134
.000026,15.97313
.000052,16.23285
.000078,16.49258
.000104,16.75231
.000026,17.01203
