y,x
.0024658,.1415264
.000411,5.51953
.000411,6.085635
.0012329,6.651741
.0006165,6.934793
.0018494,7.217846
.0028768,7.500899
.007192,7.783952
.0108907,8.067005
.0265075,8.350058
.0211649,8.63311
.0369872,8.916163
.0684263,9.199216
.1097287,9.482269
.1740453,9.765322
.2484306,10.04837
.3803516,10.33143
.6059734,10.61448
1.759563,10.89753
2.351974,11.18059
3.52529,11.46364
23.98167,11.74669
21.51339,12.02974
15.59359,12.3128
10.3858,12.59585
7.738336,12.8789
4.557438,13.16195
2.648283,13.44501
2.032857,13.72806
.9339265,14.01111
1.271126,14.29417
.0014384,14.57722
.0022603,14.86027
.0018494,15.14332
.000411,15.42638
.0012329,15.70943
