y,x
.000887,.1147829
.0000269,.8034805
.0000269,1.721744
.0000538,3.328705
.0000269,4.017403
.0000269,4.246968
.0000806,4.476534
.0000538,4.7061
.0000806,4.935666
.0000538,5.165232
.0000269,5.394798
.0000806,5.624363
.0003225,5.85393
.0004838,6.083495
.0002419,6.313061
.000672,6.542627
.001559,6.772193
.0006182,7.001759
.0008332,7.231325
.001102,7.46089
.0007795,7.690456
.001559,7.920022
.0027685,8.149588
.0067196,8.379153
.0024459,8.60872
.0027954,8.838285
.0148638,9.067851
.0226317,9.297417
.0183849,9.526983
.023465,9.756549
.0302921,9.986115
.0464462,10.21568
.0682178,10.44525
.100042,10.67481
.1318393,10.90438
.1814572,11.13394
.256529,11.36351
.3865406,11.59308
1.222706,11.82264
1.368871,12.05221
1.651338,12.28177
6.179032,12.51134
15.66367,12.7409
13.81104,12.97047
13.01492,13.20004
11.41675,13.4296
9.445852,13.65917
7.184747,13.88873
5.15684,14.1183
3.852531,14.34787
3.281066,14.57743
5.445597,14.807
