y,x
.0038078,.1262803
.0001385,.6314016
.0001385,1.136523
.0000692,1.641644
.0001385,2.399326
.0001385,3.157008
.0006231,3.409569
.0006923,3.662129
.0000692,3.91469
.0001385,4.419811
.0001385,4.672372
.0001385,4.924932
.0002077,5.177493
.0002769,5.430054
.0002769,5.682614
.0001385,5.935175
.0005539,6.187736
.0006923,6.440296
.0006231,6.692857
.0012462,6.945417
.0016616,7.197978
.0013154,7.450539
.0031847,7.703099
.016062,7.95566
.016062,8.20822
.0213929,8.460781
.0146774,8.713342
.0231238,8.965902
.0381473,9.218463
.0402243,9.471024
.0780254,9.723584
.1193574,9.976145
.1813207,10.22871
.2862777,10.48127
.3977425,10.73383
1.430696,10.98639
1.659787,11.23895
2.214342,11.49151
11.1057,11.74407
21.23716,11.99663
16.37024,12.24919
12.82967,12.50175
9.664346,12.75431
7.47285,13.00687
4.90736,13.25943
3.124338,13.51199
2.887216,13.76455
1.377041,14.01711
2.470157,14.26968
.0001385,14.52224
.0000692,15.02736
.0000692,15.27992
