y,x
.0019511,.1392073
.0001774,4.872256
.0005321,5.429086
.0005321,5.7075
.0035474,5.985915
.0012416,6.264329
.0008868,6.542744
.0008868,6.821159
.0017737,7.099574
.0030153,7.377988
.004789,7.656403
.0049663,7.934817
.014899,8.213232
.0285565,8.491647
.0246544,8.770061
.0455839,9.048476
.0603056,9.326891
.1365745,9.605305
.204507,9.883719
.2830816,10.16213
.4645306,10.44055
.7014961,10.71896
2.204347,10.99738
3.064944,11.27579
10.86547,11.55421
22.13003,11.83262
19.13479,12.11104
13.46482,12.38945
9.399339,12.66787
6.821096,12.94628
4.375349,13.2247
2.429074,13.50311
1.908495,13.78152
.9276422,14.05994
1.275996,14.33835
.0026605,14.61677
.0024832,14.89518
.0017737,15.1736
.0019511,15.45201
.0012416,15.73043
