y,x
.0009509,.1258315
.0000257,3.900777
.0000257,4.15244
.0001542,4.404103
.0000514,4.907429
.0000514,5.159092
.0000771,5.410755
.0000257,5.662418
.0001285,5.914081
.0000257,6.165744
.0001028,6.417408
.0008738,6.66907
.0006425,6.920733
.0002056,7.172396
.0006425,7.424059
.001979,7.675723
.0020818,7.927385
.0044206,8.179049
.0055258,8.430712
.0020818,8.682375
.0070421,8.934037
.0170913,9.1857
.0239021,9.437364
.0189675,9.689027
.0376523,9.94069
.0598581,10.19235
.0621713,10.44402
.111055,10.69568
.1722239,10.94734
.2081285,11.19901
.3067698,11.45067
.4436801,11.70233
1.212841,11.95399
1.721185,12.20566
2.211821,12.45732
8.824591,12.70898
20.80861,12.96065
15.17891,13.21231
12.62339,13.46397
10.55665,13.71564
7.760201,13.9673
5.515584,14.21896
4.22343,14.47062
3.224886,14.72229
4.645649,14.97395
.0025958,15.22561
.0008224,15.47728
.0001799,15.72894
.0000514,16.23227
