y,x
.0011301,.1320813
.0009503,2.773707
.000565,3.037869
.0000257,3.566195
.000077,4.358682
.0001284,4.622845
.0000257,4.887007
.000077,5.415332
.0000514,5.679495
.0001027,5.943658
.0001284,6.20782
.0001027,6.471983
.0020033,6.736145
.0003852,7.000308
.0004623,7.264471
.0027481,7.528633
.0014639,7.792796
.0017721,8.056958
.0068317,8.32112
.0034929,8.585283
.003159,8.849446
.0181322,9.113608
.0186459,9.377771
.0186973,9.641933
.0370863,9.906096
.042865,10.17026
.0795404,10.43442
.1461879,10.69858
.1404606,10.96275
.2185627,11.22691
.3459505,11.49107
.5046974,11.75523
1.703376,12.0194
1.808471,12.28356
6.146671,12.54772
16.44953,12.81188
16.19318,13.07605
14.67632,13.34021
12.05202,13.60437
9.311104,13.86853
6.479446,14.1327
4.664631,14.39686
3.698024,14.66102
5.191621,14.92519
.0133295,15.18935
.0134065,15.45351
.0023115,15.71767
.0000257,15.98184
.0000257,17.03848
