y,x
.001844,.1138438
.0000297,1.024595
.0000297,2.846096
.0000595,3.301471
.0000297,3.756847
.0002082,4.667598
.0000595,4.895285
.000119,5.122973
.0003569,5.350661
.000119,5.578348
.0001487,6.033724
.0005056,6.261412
.0002974,6.489099
.000119,6.716787
.0005056,6.944475
.0019332,7.172162
.001963,7.39985
.0012194,7.627538
.0011599,7.855225
.0025578,8.082913
.0166853,8.3106
.0080006,8.538288
.0163581,8.765976
.0156443,8.993664
.0167447,9.221352
.0215927,9.449039
.0234962,9.676726
.0324188,9.904414
.0535653,10.1321
.0807198,10.35979
.1021935,10.58748
.1454383,10.81517
.2552755,11.04285
.3157409,11.27054
1.035259,11.49823
1.198097,11.72592
1.286936,11.9536
5.55973,12.18129
13.46128,12.40898
13.12799,12.63667
12.18681,12.86435
11.60071,13.09204
9.740858,13.31973
8.297539,13.54742
6.337869,13.77511
4.456867,14.00279
3.566183,14.23048
2.533244,14.45817
4.493449,14.68586
.0000297,14.91354
