y,x
.0009969,.1146959
.0001173,.8028715
.0000293,3.326182
.0000586,4.24375
.0001466,4.702533
.0002932,5.390709
.0004105,5.6201
.0001173,5.849493
.0001466,6.078884
.0001466,6.308276
.0002346,6.537668
.000088,6.76706
.0007917,6.996452
.0017006,7.225843
.0008796,7.455235
.0009383,7.684628
.0009383,7.914019
.0035478,8.143411
.0048966,8.372803
.0026096,8.602195
.0100278,8.831587
.0129012,9.060979
.0109953,9.29037
.022929,9.519762
.0224012,9.749154
.0325169,9.978546
.0578209,10.20794
.0865847,10.43733
.0971695,10.66672
.1594179,10.89611
.2413698,11.12551
.2832694,11.3549
1.005239,11.58429
1.079274,11.81368
1.23963,12.04307
5.923237,12.27246
12.70168,12.50186
12.46438,12.73125
11.95015,12.96064
11.69236,13.19003
10.06664,13.41942
8.538868,13.64882
6.438581,13.87821
4.581746,14.1076
3.82078,14.33699
2.57253,14.56638
4.868387,14.79578
.0000293,15.02517
