y,x
.0018762,.1143986
.0000318,1.487182
.0000318,3.088763
.0000318,3.31756
.0000318,4.003952
.0000636,4.232749
.0001272,4.461547
.0002862,4.690344
.0000954,5.147939
.0001908,5.376736
.0000318,5.605533
.0001908,5.834331
.0000318,6.063128
.0002862,6.291925
.0059786,6.520722
.000318,6.749519
.0018444,6.978317
.0008904,7.207114
.0010494,7.435911
.0010494,7.664709
.0016536,7.893506
.0104625,8.122303
.0025123,8.3511
.0067736,8.579898
.017395,8.808695
.0170452,9.037492
.0181583,9.26629
.0248046,9.495087
.0335817,9.723884
.0356169,9.952682
.0567008,10.18148
.0999181,10.41028
.1353761,10.63907
.1915999,10.86787
.3048744,11.09667
1.019311,11.32547
1.073627,11.55426
1.274036,11.78306
5.907763,12.01186
11.53113,12.24065
12.93482,12.46945
12.43304,12.69825
11.81756,12.92705
9.985168,13.15584
8.184161,13.38464
6.602325,13.61344
4.737335,13.84223
3.455158,14.07103
2.836823,14.29983
5.236798,14.52863
.0000318,14.75742
