y,x
.002684,6.267091
.0010736,6.44124
.0021472,6.615389
.0005368,6.963687
.0016104,7.311985
.002684,7.660283
.0016104,7.834432
.0075152,8.008581
.0091256,8.18273
.0407968,8.356879
.016104,8.531028
.0101992,8.705176
.02684,8.879326
.0499224,9.053474
.0477752,9.227624
.0853513,9.401772
.1358105,9.575922
.1524513,9.750071
.1427889,9.92422
.2184777,10.09837
.325301,10.27252
.3961587,10.44667
.4691635,10.62082
.5351899,10.79496
1.342001,10.96911
1.591613,11.14326
1.544911,11.31741
2.323809,11.49156
10.07574,11.66571
16.23338,11.83986
13.74048,12.01401
12.78658,12.18816
10.01777,12.36231
7.40033,12.53645
5.774898,12.7106
4.127995,12.88475
3.045268,13.0589
1.900273,13.23305
1.409101,13.4072
1.065549,13.58135
.9968383,13.7555
.5056659,13.92965
.4251459,14.1038
1.005964,14.27794
.0021472,14.45209
.0021472,14.62624
.0005368,15.14869
.0005368,15.32284
