y,x
.0009759,.1146959
.0000287,1.491047
.0000287,2.408615
.0000287,3.784966
.0000574,4.24375
.0000287,4.473141
.0001435,4.702533
.0000287,4.931925
.0000287,5.161317
.0002009,5.390709
.0003444,5.6201
.0001148,5.849493
.0001722,6.078884
.0001435,6.308276
.0003157,6.537668
.0001435,6.76706
.0006602,6.996452
.0013778,7.225843
.000775,7.455235
.0008611,7.684628
.0008611,7.914019
.0022963,8.143411
.0051379,8.372803
.0060852,8.602195
.0076351,8.831587
.0107638,9.060979
.0108787,9.29037
.0226471,9.519762
.0224462,9.749154
.0307989,9.978546
.0569766,10.20794
.0773561,10.43733
.0938319,10.66672
.1606251,10.89611
.2349387,11.12551
.2964791,11.3549
1.119353,11.58429
1.237726,11.81368
1.383368,12.04307
5.571649,12.27246
13.83374,12.50186
13.02436,12.73125
12.36739,12.96064
11.81858,13.19003
9.783151,13.41942
8.038117,13.64882
6.010296,13.87821
4.345806,14.1076
3.696675,14.33699
2.45602,14.56638
4.267531,14.79578
.0000287,15.02517
