y,x
.0022193,.1183545
.0000331,3.19557
.0000331,3.432279
.0000331,3.668988
.0000331,4.379115
.0000662,4.615824
.0001325,4.852533
.0002319,5.089242
.0001656,5.325951
.0000994,5.562659
.0001325,6.036077
.0003644,6.272786
.007784,6.509495
.0003975,6.746204
.0009937,6.982913
.0010268,7.219622
.002683,7.456331
.0009275,7.693039
.0027161,7.929749
.010202,8.166457
.0035111,8.403166
.0117919,8.639875
.016926,8.876584
.0133818,9.113293
.0253393,9.350002
.0275586,9.586711
.0390193,9.82342
.0694927,10.06013
.0945339,10.29684
.1041728,10.53355
.1938045,10.77026
.2554138,11.00696
.3843629,11.24367
1.365641,11.48038
1.421686,11.71709
1.730229,11.9538
9.033455,12.19051
18.29298,12.42722
12.91352,12.66393
12.19988,12.90064
10.31443,13.13734
8.640513,13.37405
6.786304,13.61076
4.742562,13.84747
3.538861,14.08418
2.822404,14.32089
4.927854,14.5576
.0000994,15.26772
