y,x
.0026941,.1246007
.0000561,3.364219
.0000281,4.111824
.0000842,4.361025
.0000281,4.610227
.0000281,4.859428
.0000281,5.108629
.0000281,5.607032
.0000561,5.856234
.0001403,6.105435
.0001964,6.354637
.0002806,6.603838
.0026099,6.85304
.0008139,7.102241
.0019925,7.351442
.0020206,7.600644
.0012909,7.849845
.0019925,8.099047
.013218,8.348248
.003536,8.597449
.0030309,8.846651
.008363,9.095853
.0204304,9.345054
.0227878,9.594255
.0223949,9.843457
.0396261,10.09266
.047933,10.34186
.0785225,10.59106
.1217407,10.84026
.1366145,11.08946
.2286638,11.33867
.3419012,11.58787
.4865981,11.83707
1.759965,12.08627
1.78539,12.33547
5.82944,12.58467
13.86885,12.83387
15.53191,13.08308
14.23295,13.33228
12.05778,13.58148
9.759016,13.83068
7.089953,14.07988
5.305124,14.32908
4.337821,14.57828
2.771917,14.82749
4.052412,15.07669
.0199534,15.32589
.0077737,15.57509
.0000281,16.07349
