y,x
.003438,.1333389
.0000506,2.266761
.0000506,2.533439
.0000506,3.60015
.0001011,3.866828
.0002022,4.400184
.0010112,4.666862
.0001011,4.933539
.0001517,5.200217
.0002022,5.466895
.0005561,5.733572
.0005561,6.00025
.002174,6.266928
.0011123,6.533606
.0034886,6.800284
.0016179,7.066962
.0034886,7.333639
.0028313,7.600317
.0030841,7.866995
.0149148,8.133673
.0238132,8.400351
.0303858,8.667028
.0186056,8.933706
.0382224,9.200384
.0375652,9.467062
.0712879,9.73374
.1072352,10.00042
.1580973,10.2671
.2483953,10.53377
.4096777,10.80045
1.442492,11.06713
1.526066,11.33381
2.146978,11.60048
11.33508,11.86716
23.55043,12.13384
15.73915,12.40052
12.64182,12.6672
9.637666,12.93387
7.169234,13.20055
4.657171,13.46723
3.111438,13.73391
2.447752,14.00058
3.41206,14.26726
.0001011,14.53394
.0000506,15.86733
.0000506,16.66736
