y,x
.0021773,.1126387
.0000316,2.140135
.0000631,2.365412
.0000316,4.16763
.0000631,4.392908
.0002524,4.618185
.0000631,4.843462
.0001578,5.068739
.0001262,5.294017
.0002524,5.519294
.0001262,5.744572
.0001578,5.969849
.0001578,6.195126
.0076048,6.420403
.0001262,6.645681
.0022089,6.870958
.0005364,7.096235
.0013569,7.321513
.0007258,7.54679
.0012307,7.772068
.0026506,7.997344
.0124012,8.222622
.0065635,8.447899
.0099714,8.673177
.0169767,8.898454
.0124643,9.123732
.0251811,9.349009
.0212682,9.574286
.0307979,9.799563
.0527919,10.02484
.0843155,10.25012
.089459,10.4754
.1498872,10.70067
.2428489,10.92595
.3217053,11.15123
1.131633,11.3765
1.263534,11.60178
1.395119,11.82706
6.473456,12.05234
12.85247,12.27761
12.73044,12.50289
12.16482,12.72817
11.04398,12.95345
9.608498,13.17872
7.951786,13.404
6.370271,13.62928
4.625457,13.85456
3.337279,14.07983
2.837602,14.30511
5.11693,14.53039
