y,x
.0054516,.1146968
.0000416,.8028778
.0000416,3.096814
.0000416,3.784995
.0000416,4.243783
.0004161,4.70257
.0001665,4.931963
.0004578,5.161357
.0002497,5.390751
.0004578,5.620144
.0003745,5.849538
.0001665,6.078932
.0002913,6.308326
.0005826,6.537719
.0008739,6.767113
.0017894,6.996507
.0015398,7.2259
.0019143,7.455294
.0015398,7.684688
.0036621,7.914081
.0095298,8.143475
.0109864,8.372869
.0137329,8.602262
.0231796,8.831656
.0207659,9.061049
.0258429,9.290443
.0308783,9.519836
.043779,9.74923
.070912,9.978624
.1070338,10.20802
.1577208,10.43741
.216065,10.66681
.3252212,10.8962
.4871035,11.12559
1.448618,11.35499
1.587237,11.58438
1.992609,11.81377
10.07678,12.04317
20.4799,12.27256
13.61959,12.50195
11.48387,12.73135
9.513895,12.96074
7.937353,13.19014
5.944244,13.41953
4.115598,13.64892
3.132652,13.87832
2.606181,14.10771
4.498622,14.3371
