y,x
.0015886,.1147122
.0000284,1.03241
.0000284,1.720683
.0000567,3.326654
.0000567,3.556078
.0000284,4.014927
.0000284,4.244352
.0000284,4.473776
.0001418,4.7032
.0000284,5.162049
.0003404,5.391474
.0002553,5.620898
.0000851,5.850323
.0001986,6.079747
.0000851,6.309172
.0051914,6.538596
.0002553,6.76802
.0003972,6.997445
.0013617,7.226869
.0010496,7.456294
.0010213,7.685718
.0011631,7.915143
.0031489,8.144567
.0057304,8.373991
.0036879,8.603415
.0036595,8.83284
.0144961,9.062264
.0181272,9.291689
.0166237,9.521113
.0224108,9.750538
.041616,9.979962
.0447648,10.20939
.0648494,10.43881
.1029762,10.66824
.1717971,10.89766
.2090728,11.12708
.2991415,11.35651
1.09498,11.58593
1.050243,11.81536
1.30028,12.04478
2.02724,12.27421
14.42648,12.50363
13.44239,12.73306
12.38582,12.96248
12.21918,13.1919
10.26269,13.42133
8.520922,13.65075
6.411074,13.88018
4.677869,14.1096
3.863421,14.33903
2.662771,14.56845
4.619119,14.79788
