y,x
.0007496,.1253304
.0000258,3.38392
.0001292,4.386563
.0000258,4.637224
.0001809,4.887884
.0000517,5.138545
.0000258,5.639866
.0000775,5.890527
.0001551,6.141188
.0001292,6.391849
.0020679,6.642509
.0005428,6.89317
.0001292,7.143831
.0007755,7.394492
.0014992,7.645153
.0015768,7.895813
.0023006,8.146474
.0028692,8.397135
.0040066,8.647796
.0057643,8.898456
.0202655,9.149117
.0218165,9.399777
.0172671,9.650438
.0373516,9.901099
.0419786,10.15176
.0594008,10.40242
.0896181,10.65308
.1526119,10.90374
.1819762,11.1544
.3064644,11.40506
.3757912,11.65572
1.087825,11.90638
1.490085,12.15705
1.850315,12.40771
7.278298,12.65837
19.63976,12.90903
15.03353,13.15969
13.40327,13.41035
10.85777,13.66101
8.563427,13.91167
6.059368,14.16233
4.44252,14.41299
3.61202,14.66365
5.333324,14.91431
.0078581,15.16497
.004963,15.41564
.0046786,15.6663
.0030502,15.91696
.0002843,16.16762
.0000258,16.41828
