y,x
.002177,.1139119
.0000351,.7973831
.0000351,2.392149
.0000351,3.07562
.0000351,3.531268
.0000702,4.442563
.0001404,4.670386
.0002809,4.89821
.0002107,5.126034
.0003862,5.353858
.0001404,5.581681
.0001404,5.809505
.0001404,6.037329
.0002107,6.265152
.001264,6.492976
.0001756,6.7208
.0008076,6.948624
.0003862,7.176447
.0027388,7.404271
.0008076,7.632095
.0014396,7.859919
.0079705,8.087743
.0029846,8.315566
.0158708,8.54339
.0153792,8.771214
.0095857,8.999038
.0147823,9.226861
.0249298,9.454685
.0353933,9.682508
.0440661,9.910333
.0561096,10.13816
.1094805,10.36598
.1484202,10.5938
.2138346,10.82163
.3321283,11.04945
1.161167,11.27728
1.106287,11.5051
1.351687,11.73292
6.406926,11.96075
12.48639,12.18857
13.76192,12.41639
12.33678,12.64422
11.22667,12.87204
9.518764,13.09986
7.945833,13.32769
6.263351,13.55551
4.548216,13.78334
3.309415,14.01116
2.655797,14.23898
4.878062,14.46681
.0001404,14.69463
