y,x
.0032438,.1295733
.0000676,1.16616
.0000676,1.943599
.0004731,2.202746
.0001352,2.721039
.0000676,2.980186
.0002703,3.498479
.0002027,3.757625
.0002027,4.016772
.0002703,4.275918
.0004731,4.535065
.0004731,4.794211
.0007434,5.053358
.0008109,5.312505
.0013516,5.571651
.0048657,5.830798
.0088529,6.089944
.0022301,6.349091
.0040547,6.608237
.0039196,6.867384
.0008785,7.126531
.0004731,7.385677
.0021625,7.644824
.003379,7.90397
.0070282,8.163116
.0174354,8.422263
.020071,8.68141
.0275723,8.940557
.0373036,9.199703
.0604833,9.45885
.0863661,9.717997
.1273866,9.977142
.1648254,10.23629
.2739656,10.49544
.3861468,10.75458
1.376788,11.01373
1.438488,11.27288
1.938168,11.53202
10.55119,11.79117
19.9067,12.05031
16.0455,12.30946
13.2999,12.56861
10.41326,12.82775
8.032922,13.0869
5.309282,13.34605
3.428151,13.6052
2.931445,13.86434
1.624331,14.12349
2.45481,14.38263
.0003379,14.64178
.0003379,14.90093
.0000676,15.16007
.0000676,15.93751
