y,x
.0022975,.1185611
.0000338,.5928056
.0000338,3.20115
.0000338,3.438272
.0000338,4.149639
.0000338,4.386761
.0007095,4.623884
.0000338,4.861006
.0001689,5.098128
.0002027,5.33525
.0000676,5.572372
.0000338,5.809495
.0001689,6.283739
.0000338,6.520862
.0001351,6.757984
.0005068,6.995106
.000642,7.232228
.0004054,7.46935
.0006082,7.706473
.0018583,7.943595
.0023313,8.180717
.0025003,8.417839
.0087847,8.654962
.0115891,8.892084
.009697,9.129206
.0191237,9.366328
.0259488,9.603451
.0389569,9.840573
.0739945,10.07769
.0962267,10.31482
.1478877,10.55194
.1904261,10.78906
.3121285,11.02618
.4424806,11.26331
1.54108,11.50043
1.458672,11.73755
2.049919,11.97467
10.24243,12.21179
17.45524,12.44892
12.69246,12.68604
12.1397,12.92316
10.25416,13.16028
8.464266,13.39741
6.381302,13.63453
4.626618,13.87165
3.927522,14.10877
2.76601,14.3459
4.610468,14.58302
.0000338,15.29438
