y,x
.0010207,.1134759
.00006,1.92909
.00003,4.198608
.0000901,4.42556
.0001501,4.652512
.0001501,4.879463
.00006,5.106415
.0003002,5.333367
.0001501,5.560318
.0001501,5.78727
.0002101,6.014222
.0002402,6.241174
.0001501,6.468126
.0004803,6.695077
.0003903,6.922029
.0007805,7.148981
.0021915,7.375933
.0022215,7.602884
.0016511,7.829836
.002912,8.056788
.0170518,8.28374
.0068147,8.510692
.0042029,8.737643
.0235063,8.964595
.0157609,9.191546
.0138396,9.418499
.0238966,9.645451
.0435302,9.872402
.0425095,10.09935
.0628036,10.32631
.113719,10.55326
.1550877,10.78021
.1896417,11.00716
.2863389,11.23411
.9590461,11.46106
.9966323,11.68802
1.088916,11.91497
5.6432,12.14192
11.00525,12.36887
11.66553,12.59582
12.12965,12.82277
12.01443,13.04973
10.27647,13.27668
8.743903,13.50363
7.092246,13.73058
5.033746,13.95753
3.724687,14.18449
3.079149,14.41144
2.165974,14.63839
3.36906,14.86534
