y,x
.0013818,.1127679
.0000921,.7893755
.0000307,1.014911
.0000307,1.691519
.0000307,3.044734
.0000307,3.495806
.0000307,4.172413
.0013204,4.623485
.0000307,4.849021
.0000921,5.074557
.0002764,5.300093
.0000614,5.525629
.0001228,5.751164
.0000921,5.9767
.0001228,6.202236
.0000921,6.427772
.0000614,6.653308
.0051894,6.878844
.000522,7.10438
.0003992,7.329916
.0004299,7.555451
.0003685,7.780987
.0024258,8.006523
.002825,8.232059
.0020266,8.457595
.0078915,8.68313
.0124053,8.908667
.0081679,9.134202
.0167042,9.359738
.020696,9.585274
.0323951,9.81081
.0448925,10.03635
.0671239,10.26188
.1145343,10.48742
.16652,10.71295
.2085261,10.93849
.3109315,11.16403
1.040451,11.38956
1.051106,11.6151
1.270932,11.84063
5.714525,12.06617
10.60815,12.2917
11.55,12.51724
11.98941,12.74278
11.75122,12.96831
10.32049,13.19385
8.631988,13.41938
6.952171,13.64492
5.290472,13.87046
3.913573,14.09599
3.148404,14.32153
5.7382,14.54706
.0000307,14.7726
